test1;test2;test3;test4;final_test;semester_tests;total_score;total_score_without_hw;final_score;d_szfvar;d_nowork;d_okt;d_mothereduc_uni;d_derivation;time_slot_tuesday;time_slot_wednesday;time_slot_thursday;time_slot_friday;treatment_hybrid;treatment_loss;treatment_gain;homework_total;d_no;d_okt2;d_okt3;d_okt4;d_okt5;d_okt6;d_okt7;female_loss;female_hybrid;Group;loss_final;loss_semester;Group_cat
0,0;0,0;5,0;0,0;0,0;5,0;11,75;5,0;11,75;0;0;3;1;1;0;0;0;1;0;0;1;6,75;0;0;1;0;0;0;0;0;0;G07;0;0;7
6,0;15,0;11,0;11,0;19,0;37,0;71,50;62,0;65,50;0;1;3;0;1;0;0;0;1;0;0;1;9,50;1;0;1;0;0;0;0;0;0;G07;0;0;7
5,0;3,0;9,0;3,0;27,5;17,0;57,58;47,5;54,58;0;0;3;1;1;0;0;0;1;0;0;1;10,08;0;0;1;0;0;0;0;0;0;G07;0;0;7
16,0;16,0;14,0;15,0;34,0;47,0;106,00;95,0;92,00;0;1;3;1;1;0;0;0;1;0;0;1;11,00;0;0;1;0;0;0;0;0;0;G07;0;0;7
10,0;10,5;4,0;11,5;22,0;32,0;67,00;58,0;63,00;0;1;3;1;1;0;0;0;1;0;0;1;9,00;0;0;1;0;0;0;0;0;0;G07;0;0;7
14,0;12,5;16,0;0,0;0,0;42,5;49,00;42,5;49,00;0;0;3;1;0;0;0;0;1;0;0;1;6,50;0;0;1;0;0;0;0;0;0;G07;0;0;7
14,0;16,0;13,0;15,0;34,0;45,0;103,75;92,0;90,75;0;1;3;1;1;0;0;0;1;0;0;1;11,75;1;0;1;0;0;0;0;0;0;G07;0;0;7
9,0;4,0;9,0;7,0;21,5;25,0;59,83;50,5;55,83;0;0;3;1;1;0;0;0;1;0;0;1;9,33;0;0;1;0;0;0;0;0;0;G07;0;0;7
8,0;6,0;0,0;0,0;0,0;14,0;24,17;14,0;24,17;0;1;3;0;0;0;0;0;1;0;0;1;10,17;0;0;1;0;0;0;0;0;0;G07;0;0;7
12,0;13,0;13,0;10,0;26,0;38,0;84,25;74,0;74,25;0;1;3;1;1;0;0;0;1;0;0;1;10,25;0;0;1;0;0;0;0;0;0;G07;0;0;7
13,0;11,5;14,0;13,0;23,0;40,0;85,00;74,5;73,50;0;0;3;0;0;0;0;0;1;0;0;1;10,50;0;0;1;0;0;0;0;0;0;G07;0;0;7
8,0;2,5;8,5;8,0;24,5;24,5;60,50;51,5;58,00;0;0;3;1;0;0;0;0;1;0;0;1;9,00;0;0;1;0;0;0;0;0;0;G07;0;0;7
6,5;7,5;7,0;0,0;0,0;21,0;29,75;21,0;29,75;0;1;3;1;1;0;0;0;1;0;0;1;8,75;0;0;1;0;0;0;0;0;0;G07;0;0;7
7,5;7,0;7,5;9,0;0,0;24,0;41,75;31,0;34,75;0;0;3;1;1;0;0;0;1;0;0;1;10,75;0;0;1;0;0;0;0;0;0;G07;0;0;7
13,0;6,0;16,0;11,0;20,0;40,0;75,83;66,0;69,83;0;0;3;1;0;0;0;0;1;0;0;1;9,83;1;0;1;0;0;0;0;0;0;G07;0;0;7
13,0;6,0;14,0;13,0;29,5;40,0;86,75;75,5;80,75;0;0;3;1;1;0;0;0;1;0;0;1;11,25;1;0;1;0;0;0;0;0;0;G07;0;0;7
10,5;15,0;14,0;12,0;26,5;41,0;88,00;78,0;77,50;0;0;3;1;1;0;0;0;1;0;0;1;10,00;0;0;1;0;0;0;0;0;0;G07;0;0;7
13,0;14,5;13,0;11,5;34,0;40,5;96,50;86,0;85,00;0;0;3;1;1;0;0;0;1;0;0;1;10,50;0;0;1;0;0;0;0;0;0;G07;0;0;7
9,5;12,0;14,5;14,0;32,0;40,5;93,50;82,0;84,00;0;1;3;1;1;0;0;0;1;0;0;1;11,50;1;0;1;0;0;0;0;0;0;G08;0;0;8
14,0;8,5;8,0;6,0;22,0;30,5;67,50;58,5;61,50;0;1;3;0;1;0;0;0;1;0;0;1;9,00;0;0;1;0;0;0;0;0;0;G08;0;0;8
15,0;16,0;14,5;0,0;29,0;45,5;86,00;74,5;86,00;0;1;3;1;1;0;0;0;1;0;0;1;11,50;1;0;1;0;0;0;0;0;0;G08;0;0;8
13,0;10,0;14,0;0,0;19,0;37,0;67,00;56,0;67,00;0;0;3;1;1;0;0;0;1;0;0;1;11,00;1;0;1;0;0;0;0;0;0;G08;0;0;8
12,0;13,0;8,0;16,0;35,0;41,0;95,50;84,0;87,50;0;1;3;1;1;0;0;0;1;0;0;1;11,50;0;0;1;0;0;0;0;0;0;G08;0;0;8
0,5;5,5;11,0;10,0;22,0;26,5;59,50;49,0;59,00;0;0;3;1;0;0;0;0;1;0;0;1;10,50;1;0;1;0;0;0;0;0;0;G08;0;0;8
6,5;4,0;0,0;0,0;0,0;10,5;13,25;10,5;13,25;0;0;3;1;0;0;0;0;1;0;0;1;2,75;0;0;1;0;0;0;0;0;0;G08;0;0;8
12,0;11,5;13,0;10,0;19,0;36,5;76,00;65,5;66,00;0;1;3;1;0;0;0;0;1;0;0;1;10,50;0;0;1;0;0;0;0;0;0;G08;0;0;8
16,0;13,5;13,0;16,0;35,5;45,5;105,00;94,0;92,00;0;1;3;1;1;0;0;0;1;0;0;1;11,00;1;0;1;0;0;0;0;0;0;G08;0;0;8
8,0;11,5;8,0;8,0;0,0;27,5;45,50;35,5;37,50;0;0;3;1;0;0;0;0;1;0;0;1;10,00;1;0;1;0;0;0;0;0;0;G08;0;0;8
13,0;13,0;15,0;16,0;35,5;44,0;104,50;92,5;91,50;0;1;3;1;1;0;0;0;1;0;0;1;12,00;1;0;1;0;0;0;0;0;0;G08;0;0;8
5,0;7,0;6,0;0,0;23,5;18,0;52,50;41,5;52,50;0;1;3;1;1;0;0;0;1;0;0;1;11,00;0;0;1;0;0;0;0;0;0;G08;0;0;8
4,5;7,0;10,0;0,0;0,0;21,5;29,83;21,5;29,83;0;0;3;1;0;0;0;0;1;0;0;1;8,33;0;0;1;0;0;0;0;0;0;G08;0;0;8
8,5;11,0;14,0;11,0;26,5;36,0;82,33;71,0;73,83;0;1;3;1;1;0;0;0;1;0;0;1;11,33;0;0;1;0;0;0;0;0;0;G08;0;0;8
7,0;1,0;10,0;5,0;20,0;22,0;54,00;43,0;53,00;0;0;3;1;1;0;0;0;1;0;0;1;11,00;0;0;1;0;0;0;0;0;0;G08;0;0;8
15,0;11,5;14,0;12,0;30,5;41,0;92,17;83,0;80,67;0;1;2;1;0;1;0;0;0;0;1;0;9,17;1;1;0;0;0;0;0;1;0;G02;1;1;2
8,5;9,0;11,5;14,5;23,5;35,0;79,00;67,0;70,50;0;1;2;0;1;1;0;0;0;0;1;0;12,00;0;1;0;0;0;0;0;0;0;G02;1;1;2
10,5;13,0;12,5;13,0;29,5;38,5;90,25;78,5;79,75;0;1;2;1;1;1;0;0;0;0;1;0;11,75;0;1;0;0;0;0;0;0;0;G02;1;1;2
0,0;6,5;12,0;0,0;40,0;18,5;70,25;58,5;70,25;0;0;2;1;0;1;0;0;0;0;1;0;11,75;1;1;0;0;0;0;0;1;0;G02;1;1;2
9,5;15,5;16,0;15,0;34,0;46,5;102,00;90,0;92,50;0;0;2;1;1;1;0;0;0;0;1;0;12,00;1;1;0;0;0;0;0;1;0;G02;1;1;2
11,5;12,0;0,0;12,0;19,0;35,5;63,75;54,5;63,75;0;0;2;1;1;1;0;0;0;0;1;0;9,25;0;1;0;0;0;0;0;0;0;G02;1;1;2
6,0;11,5;0,0;0,0;40,0;17,5;69,25;57,5;69,25;0;0;2;1;1;1;0;0;0;0;1;0;11,75;0;1;0;0;0;0;0;0;0;G02;1;1;2
9,5;14,5;15,0;15,5;28,0;45,0;93,75;82,5;84,25;0;0;2;1;0;1;0;0;0;0;1;0;11,25;1;1;0;0;0;0;0;1;0;G02;1;1;2
8,0;8,5;13,5;15,0;34,0;37,0;90,75;79,0;82,75;0;1;2;1;1;1;0;0;0;0;1;0;11,75;0;1;0;0;0;0;0;0;0;G02;1;1;2
10,5;10,0;9,0;9,5;26,5;30,0;76,58;65,5;67,58;0;1;2;0;1;1;0;0;0;0;1;0;11,08;0;1;0;0;0;0;0;0;0;G02;1;1;2
16,0;14,5;14,5;13,5;35,5;45,0;104,50;94,0;91,00;0;1;2;1;1;1;0;0;0;0;1;0;10,50;1;1;0;0;0;0;0;1;0;G02;1;1;2
8,5;14,0;9,0;11,0;28,0;34,0;80,25;70,5;71,75;0;0;2;1;1;1;0;0;0;0;1;0;9,75;0;1;0;0;0;0;0;0;0;G02;1;1;2
11,5;16,0;13,5;0,0;26,5;41,0;78,33;67,5;78,33;0;1;2;1;1;1;0;0;0;0;1;0;10,83;0;1;0;0;0;0;0;0;0;G02;1;1;2
10,0;13,0;11,5;13,0;29,5;37,5;88,00;77,0;78,00;0;0;2;1;0;1;0;0;0;0;1;0;11,00;1;1;0;0;0;0;0;1;0;G02;1;1;2
15,5;11,5;12,5;8,5;34,0;39,5;92,75;82,0;84,25;0;1;2;1;1;1;0;0;0;0;1;0;10,75;1;1;0;0;0;0;0;1;0;G02;1;1;2
16,0;13,0;15,5;16,0;33,5;47,5;105,00;94,0;92,00;0;0;2;1;1;1;0;0;0;0;1;0;11,00;0;1;0;0;0;0;0;0;0;G02;1;1;2
9,0;15,0;14,0;11,0;25,0;40,0;84,17;74,0;75,17;0;0;2;0;0;1;0;0;0;0;1;0;10,17;1;1;0;0;0;0;0;1;0;G02;1;1;2
8,0;6,0;10,0;10,0;22,0;28,0;66,25;56,0;60,25;0;0;2;1;1;1;0;0;0;0;1;0;10,25;1;1;0;0;0;0;0;1;0;G02;1;1;2
7,0;14,0;14,5;6,0;27,5;35,5;80,58;69,0;74,58;0;0;2;0;1;1;0;0;0;0;1;0;11,58;1;1;0;0;0;0;0;1;0;G02;1;1;2
11,0;10,0;12,0;12,5;25,0;35,5;80,17;70,5;70,17;0;1;2;1;0;1;0;0;0;0;1;0;9,67;0;1;0;0;0;0;0;0;0;G02;1;1;2
